,0
0,4.5419623882507864e-05
0,4.547615865906429e-05
0,4.55326934356267e-05
0,4.5589228212183126e-05
0,4.5645762988743455e-05
0,4.570229776530257e-05
0,4.575883254186026e-05
0,4.581536731841854e-05
0,4.5871902094977285e-05
0,4.592843687153573e-05
0,4.59849716480972e-05
0,4.6041506424652405e-05
0,4.6098041201213344e-05
0,4.615457597777076e-05
0,4.621111075432961e-05
0,4.626764553088574e-05
0,4.6324180307447554e-05
0,4.638071508400374e-05
0,4.643724986056341e-05
0,4.649378463712309e-05
0,4.655031941368068e-05
0,4.660685419024121e-05
0,4.666338896679882e-05
0,4.671992374335713e-05
0,4.677645851991439e-05
0,4.68329932964741e-05
0,4.688952807303174e-05
0,4.694606284959163e-05
0,4.700259762614888e-05
0,4.705913240270893e-05
0,4.7115667179265175e-05
0,4.717220195582729e-05
0,4.722873673238388e-05
0,4.7285271508942016e-05
0,4.734180628550339e-05
0,4.739834106206132e-05
0,4.745487583861867e-05
0,4.751141061517626e-05
0,4.7567945391735966e-05
0,4.7624480168293856e-05
0,4.76810149448536e-05
0,4.773754972141014e-05
0,4.77940844979749e-05
0,4.7850619274531216e-05
0,4.790715405108981e-05
0,4.796368882764941e-05
0,4.802022360420323e-05
0,4.8076758380764544e-05
0,4.813329315732317e-05
0,4.818982793388213e-05
0,4.824636271044197e-05
0,4.8302897486998117e-05
0,4.835943226355732e-05
0,4.841596704011875e-05
0,4.847250181667559e-05
0,4.852903659323468e-05
0,4.8585571369790284e-05
0,4.864210614635241e-05
0,4.869864092290854e-05
0,4.87551756994669e-05
0,4.881171047602638e-05
0,4.886824525258687e-05
0,4.892478002914549e-05
0,4.8981314805701835e-05
0,4.9037849582264164e-05
0,4.909438435882124e-05
0,4.9150919135381035e-05
0,4.92074539119369e-05
0,4.926398868849779e-05
0,4.9320523465056825e-05
0,4.937705824161498e-05
0,4.943359301817144e-05
0,4.949012779472998e-05
0,4.9546662571288975e-05
0,4.960319734784603e-05
0,4.96597321244066e-05
0,4.971626690096447e-05
0,4.977280167752236e-05
0,4.98293364540802e-05
0,4.988587123064155e-05
0,4.994240600720049e-05
0,4.999894078376086e-05
0,5.005547556031795e-05
0,5.011201033687732e-05
0,5.016854511343555e-05
0,5.022507988999325e-05
0,5.028161466655112e-05
0,5.0338149443112085e-05
0,5.039468421967067e-05
0,5.045121899622828e-05
0,5.050775377278694e-05
0,5.0564288549342995e-05
0,5.0620823325903236e-05
0,5.0677358102461614e-05
0,5.0733892879021536e-05
0,5.079042765557971e-05
0,5.084696243213824e-05
0,5.0903497208695586e-05
0,5.0960031985253117e-05
0,5.1016566761814523e-05
0,5.10731015383715e-05
0,5.1129636314931537e-05
0,5.1186171091490904e-05
0,5.124270586804938e-05
0,5.129924064460888e-05
0,5.135577542116636e-05
0,5.141231019772466e-05
0,5.146884497428401e-05
0,5.152537975084185e-05
0,5.158191452740203e-05
0,5.1638449303961125e-05
0,5.169498408051482e-05
0,5.1751518857076186e-05
0,5.1808053633633866e-05
0,5.186458841019247e-05
0,5.1921123186750005e-05
0,5.197765796331206e-05
0,5.203419273987077e-05
0,5.2090727516428825e-05
0,5.214726229298872e-05
0,5.220379706954584e-05
0,5.226033184610591e-05
0,5.23168666226648e-05
0,5.2373401399222395e-05
0,5.2429936175783036e-05
0,5.248647095233946e-05
0,5.25430057288987e-05
0,5.259954050545826e-05
0,5.265607528201554e-05
0,5.271261005857735e-05
0,5.276914483513324e-05
0,5.282567961168948e-05
0,5.288221438824934e-05
0,5.293874916480937e-05
0,5.299528394136251e-05
0,5.305181871792493e-05
0,5.3108353494482174e-05
0,5.316488827104018e-05
0,5.322142304760232e-05
0,5.327795782415683e-05
0,5.3334492600719345e-05
0,5.339102737727754e-05
0,5.3447562153835877e-05
0,5.3504096930394e-05
0,5.3560631706953574e-05
0,5.3617166483512006e-05
0,5.367370126006793e-05
0,5.373023603663036e-05
0,5.3786770813186076e-05
0,5.384330558974981e-05
0,5.3899840366305495e-05
0,5.3956375142865146e-05
0,5.401290991942191e-05
0,5.406944469598333e-05
0,5.4125979472539304e-05
0,5.418251424909695e-05
0,5.4239049025659624e-05
0,5.429558380221624e-05
0,5.435211857877372e-05
0,5.440865335533012e-05
0,5.446518813189088e-05
0,5.4521722908451744e-05
0,5.45782576850081e-05
0,5.4634792461567835e-05
0,5.469132723812538e-05
0,5.474786201468353e-05
0,5.480439679124346e-05
0,5.48609315678019e-05
0,5.4917466344360036e-05
0,5.497400112091855e-05
0,5.503053589747966e-05
0,5.5087070674030765e-05
0,5.514360545059682e-05
0,5.520014022715155e-05
0,5.5256675003712505e-05
0,5.531320978027346e-05
0,5.5369744556828184e-05
0,5.5426279333389665e-05
0,5.548281410994713e-05
0,5.553934888650486e-05
0,5.5595883663065456e-05
0,5.565241843962213e-05
0,5.570895321618001e-05
0,5.5765487992742256e-05
0,5.582202276930186e-05
0,5.5878557545859364e-05
0,5.593509232241743e-05
0,5.599162709897545e-05
0,5.604816187553528e-05
0,5.6104696652094644e-05
0,5.616123142865092e-05
0,5.6217766205207354e-05
0,5.627430098176772e-05
0,5.63308357583236e-05
0,5.638737053488402e-05
0,5.644390531144392e-05
0,5.650044008800086e-05
0,5.6556974864558015e-05
0,5.661350964111546e-05
0,5.667004441767742e-05
0,5.672657919423894e-05
0,5.678311397079736e-05
0,5.6839648747354674e-05
0,5.68961835239147e-05
0,5.6952718300471105e-05
0,5.7009253077032254e-05
0,5.706578785359081e-05
0,5.7122322630149965e-05
0,5.717885740670612e-05
