,return,std
0,1.8780932185494357e-05,0.0009661875835009612
0,0.00022794079864881043,0.0010689613243587204
0,0.00043710066511212217,0.0013304728153422337
0,0.0006462605315754352,0.0016780814177748524
0,0.0008554203980387587,0.0020688345293726463
0,0.0010645802645020516,0.0024824413604542955
0,0.0012737401309653967,0.0029091706101896093
0,0.0014828999974286967,0.0033440023778720488
0,0.001692059863892026,0.0037841445400729453
0,0.0019012197303553443,0.0042279389340481675
0,0.0021103795968186166,0.0046743454186487475
0,0.0023195394632819135,0.0051226811621036625
0,0.002528699329745292,0.005572480526410967
0,0.0027378591962085573,0.006023415632248126
0,0.0029470190626719084,0.006475249205499477
0,0.0031561789291351715,0.006927805453443118
0,0.003365338795598535,0.007380951446874615
0,0.0035744986620618643,0.007834584855269005
0,0.003783658528525207,0.008288625650892162
0,0.0039928183949885475,0.008743010364844097
0,0.004201978261451759,0.009197688026446462
0,0.004411138127915058,0.00965261723869914
0,0.0046202979943783164,0.01010776403636095
0,0.004829457860841609,0.010563100293266167
0,0.005038617727305036,0.011018602521616834
0,0.00524777759376838,0.011474250955338421
0,0.005456937460231649,0.011930028842199483
0,0.005666097326695049,0.012385921891335814
0,0.005875257193158317,0.012841917837836826
0,0.006084417059621602,0.013298006096485253
0,0.0062935769260848845,0.01375417748407707
0,0.006502736792548135,0.014210423995002781
0,0.006711896659011553,0.014666738618552734
0,0.006921056525474917,0.015123115189175307
0,0.00713021639193832,0.015579548262966841
0,0.007339376258401531,0.01603603301518411
0,0.0075485361248649714,0.016492565154728946
0,0.00775769599132803,0.016949140852408503
0,0.007966855857791628,0.017405756680465023
0,0.008176015724254672,0.017862409561344387
0,0.008385175590717995,0.01831909672412398
0,0.008594335457181405,0.01877581566727118
0,0.008803495323644585,0.01923256412670422
0,0.009012655190108059,0.019689340048289716
0,0.009221815056571197,0.020146141564068246
0,0.009430974923034605,0.02060296697164565
0,0.009640134789497686,0.021059814716251925
0,0.009849294655961127,0.021516683375092015
0,0.010058454522424588,0.021973571643635677
0,0.010267614388887972,0.022430478323587712
0,0.010476774255351342,0.02288740231229425
0,0.010685934121814506,0.02334434259339063
0,0.010895093988277883,0.02380129822852778
0,0.011104253854740979,0.02425826835002748
0,0.011313413721204549,0.02471525215435899
0,0.011522573587667995,0.025172248896315617
0,0.011731733454131086,0.02562925788382227
0,0.011940893320594337,0.02608627847328579
0,0.012150053187057728,0.026543310065421447
0,0.012359213053520791,0.02700035210150567
0,0.012568372919984217,0.027457404060005908
0,0.012777532786447816,0.02791446545353366
0,0.012986692652910727,0.028371535826096243
0,0.013195852519374216,0.028828614750615378
0,0.013405012385837576,0.02928570182666355
0,0.013614172252300738,0.02974279667842271
0,0.013823332118764223,0.030199898952822827
0,0.0140324919852273,0.030657008317843057
0,0.014241651851690875,0.0311141244609724
0,0.01445081171815438,0.03157124708779147
0,0.014659971584617421,0.03202837592068546
0,0.014869131451080462,0.03248551069766385
0,0.015078291317544167,0.032942651171275546
0,0.015287451184007171,0.03339979710760946
0,0.015496611050470448,0.03385694828539009
0,0.015705770916934012,0.03431410449512926
0,0.015914930783397476,0.034771265538352684
0,0.01612409064986076,0.035228431226887125
0,0.01633325051632374,0.03568560138220005
0,0.016542410382787153,0.03614277583479212
0,0.016751570249250513,0.03659995442362882
0,0.01696073011571343,0.03705713699562118
0,0.017169889982177184,0.037514323405145225
0,0.017379049848640662,0.037971513513584125
0,0.017588209715103564,0.03842870718891811
0,0.01779736958156696,0.0388859043053382
0,0.01800652944803063,0.03934310474287975
0,0.018215689314493924,0.039800308387088625
0,0.01842484918095687,0.04025751512871073
0,0.01863400904742033,0.040714724863400525
0,0.01884316891388374,0.041171937491443794
0,0.019052328780346878,0.041629152917507024
0,0.019261488646809873,0.04208637105039957
0,0.01947064851327347,0.04254359180285174
0,0.01967980837973693,0.04300081509130195
0,0.019888968246200005,0.04345804083570568
0,0.020098128112663677,0.04391526895935426
0,0.020307287979126624,0.04437249938869539
0,0.020516447845590154,0.04482973205318274
0,0.020725607712053618,0.04528696688511456
0,0.02093476757851709,0.04574420381949711
0,0.021143927444980202,0.04620144279390828
0,0.021353087311443208,0.0466586837483739
0,0.021562247177906092,0.04711592662524702
0,0.021771407044369865,0.04757317136909899
0,0.0219805669108334,0.048030417926607075
0,0.0221897267772964,0.048487666246461385
0,0.022398886643760024,0.04894491627927238
0,0.022608046510223714,0.0494021679774752
0,0.022817206376687233,0.04985942129525031
0,0.02302636624315051,0.05031667618844392
0,0.023235526109612825,0.05077393261449118
0,0.02344468597607685,0.05123119053235411
0,0.023653845842540076,0.051688449902435596
0,0.023863005709003012,0.052145710686533765
0,0.024072165575465786,0.05260297284777407
0,0.024281325441930048,0.053060236350556324
0,0.024490485308392734,0.0535175011604868
0,0.024699645174855782,0.0539747672443478
0,0.02490880504131988,0.05443203457003524
0,0.025117964907782765,0.05488930310650829
0,0.025327124774245778,0.0553465728237596
0,0.025536284640710224,0.05580384369276534
0,0.025745444507172782,0.05626111568543509
0,0.025954604373636128,0.056718388774597235
0,0.026163764240100328,0.0571756629339437
0,0.026372924106562542,0.05763293813799502
0,0.026582083973026575,0.05809021436208822
0,0.026791243839489484,0.058547491582316334
0,0.02700040370595348,0.0590047697755245
0,0.02720956357241606,0.059462048919259915
0,0.027418723438879872,0.05991932899176619
0,0.027627883305343194,0.06037660997193672
0,0.02783704317180595,0.06083389183930285
0,0.028046203038269317,0.061291174574009566
0,0.028255362904732788,0.0617484581567863
0,0.02846452277119646,0.06220574256893044
0,0.028673682637658942,0.06266302779228196
0,0.028882842504123197,0.06312031380921655
0,0.02909200237058608,0.06357760060260367
0,0.02930116223704956,0.06403488815581318
0,0.02951032210351291,0.0644921764526807
0,0.02971948196997563,0.06494946547749761
0,0.029928641836439073,0.06540675521499852
0,0.030137801702903023,0.0658640456503386
0,0.030346961569365973,0.06632133676907968
0,0.030556121435828417,0.06677862855718326
0,0.03076528130229248,0.06723592100099635
0,0.030974441168755338,0.06769321408722416
0,0.031183601035217712,0.06815050780293634
0,0.0313927609016825,0.06860780213555201
0,0.03160192076814577,0.06906509707280878
0,0.03181108063460972,0.06952239260277998
0,0.032020240501072474,0.06997968871384196
0,0.032229400367535646,0.07043698539468034
0,0.03243856023399882,0.0708942826342684
0,0.032647720100462185,0.07135158042186338
0,0.03285687996692494,0.07180887874699396
0,0.03306603983338839,0.07226617759945841
0,0.033275199699852084,0.07272347696930785
0,0.03348435956631541,0.07318077684684177
0,0.03369351943277882,0.07363807722260275
0,0.03390267929924151,0.07409537808736424
0,0.034111839165705836,0.07455267943213284
0,0.03432099903216852,0.07500998124812233
0,0.03453015889863088,0.07546728352676924
0,0.03473931876509576,0.0759245862597199
0,0.0349484786315583,0.07638188943880397
0,0.0351576384980218,0.07683919305606318
0,0.03536679836448533,0.07729649710371843
0,0.035575958230948265,0.07775380157417443
0,0.0357851180974104,0.0782111064600142
0,0.03599427796387571,0.07866841175400245
0,0.03620343783033843,0.0791257174490501
0,0.0364125976968021,0.07958302353825097
0,0.036621757563266175,0.08004033001484795
0,0.03683091742972788,0.08049763687223264
0,0.037040077296191874,0.08095494410396203
0,0.037249237162655345,0.0814122517037218
0,0.037458397029119114,0.08186955966534641
0,0.03766755689558152,0.08232686798280205
0,0.03787671676204538,0.0827841766501979
0,0.03808587662850763,0.08324148566175983
0,0.03829503649497169,0.08369879501185395
0,0.038504196361434165,0.08415610469495409
0,0.03871335622789857,0.08461341470566852
0,0.038922516094361946,0.08507072503870736
0,0.0391316759608251,0.08552803568890208
0,0.039340835827288236,0.08598534665119276
0,0.0395499956937511,0.08644265792062554
0,0.039759155560214504,0.08689996949235317
0,0.0399683154266777,0.08735728136162656
0,0.04017747529314178,0.08781459352379951
0,0.0403866351596042,0.08827190597431415
0,0.04059579502606758,0.08872921870871787
0,0.040804954892531824,0.0891865317226434
0,0.04101411475899501,0.08964384501180873
0,0.04122327462545826,0.09010115857202526
0,0.04143243449192191,0.09055847239918739
0,0.041641594358383285,0.09101578648926542
0,0.04185075422484827,0.09147310083832884
0,0.042059914091311205,0.09193041544250037
0,0.04226907395777489,0.09238773029799781
0,0.04247823382423737,0.09284504540110301
0,0.04268739369070121,0.09330236074818075
0,0.04289655355716552,0.09375967633565915
0,0.043105713423627054,0.09421699216003053
0,0.04331487329009129,0.0946743082178739
0,0.04352403315655437,0.09513162450581385
0,0.043733193023016995,0.09558894102054942
0,0.04394235288948142,0.09604625775884591
0,0.04415151275594491,0.09650357471751912
0,0.04436067262240708,0.09696089189344999
0,0.044569832488870226,0.09741820928358379
0,0.04477899235533443,0.09787552688491818
0,0.04498815222179761,0.098332844694502
0,0.04519731208826165,0.09879016270944718
0,0.0454064719547249,0.09924748092691137
0,0.045615631821188496,0.09970479934411032
0,0.04582479168765101,0.10016211795830508
0,0.04603395155411521,0.10061943676681559
0,0.0462431114205774,0.10107675576699639
0,0.046452271287040305,0.10153407495626332
0,0.04666143115350364,0.10199139433207234
0,0.046870591019967746,0.10244871389192609
0,0.04707975088643031,0.10290603363336587
0,0.04728891075289431,0.1033633535539878
0,0.04749807061935683,0.10382067365141787
0,0.04770723048582052,0.10427799392333546
0,0.04791639035228355,0.104735314367451
0,0.048125550218746205,0.10519263498151925
0,0.04833471008520974,0.10564995576333591
0,0.048543869951674076,0.10610727671073186
0,0.04875302981813738,0.10656459782157138
0,0.048962189684600116,0.1070219190937602
0,0.0491713495510639,0.10747924052524221
0,0.049380509417526,0.10793656211398674
0,0.0495896692839906,0.10839388385801234
0,0.04979882915045439,0.1088512057553547
0,0.050007989016916124,0.10930852780408679
0,0.05021714888338025,0.10976585000232598
0,0.05042630874984431,0.11022317234820607
0,0.050635468616306495,0.11068049483989296
0,0.05084462848277044,0.11113781747559462
0,0.051053788349234644,0.11159514025353727
0,0.05126294821569774,0.11205246317197631
0,0.051472108082160545,0.11250978622920027
0,0.05168126794862377,0.11296710942352521
0,0.05189042781508635,0.11342443275329037
0,0.052099587681550416,0.11388175621686879
0,0.052308747548014796,0.11433907981265222
0,0.052517907414476823,0.1147964035390549
0,0.05272706728094033,0.11525372739453016
0,0.052936227147403744,0.11571105137754432
0,0.0531453870138672,0.11616837548659131
0,0.05335454688032939,0.1166256997201857
0,0.053563706746793685,0.1170830240768754
0,0.053772866613255935,0.11754034855521452
0,0.05398202647972068,0.1179976731537985
0,0.05419118634618376,0.11845499787122563
0,0.05440034621264701,0.11891232270612874
0,0.05460950607910985,0.11936964765715626
0,0.05481866594557379,0.11982697272298201
0,0.05502782581203658,0.12028429790229163
0,0.05523698567850027,0.1207416231938001
0,0.0554461455449636,0.12119894859623455
0,0.05565530541142657,0.12165627410834405
0,0.05586446527789126,0.12211359972890087
0,0.056073625144352636,0.1225709254566802
0,0.056282785010815746,0.12302825129049728
0,0.0564919448772801,0.12348557722917293
0,0.05670110474374355,0.12394290327154177
0,0.056910264610207595,0.12440022941646343
0,0.05711942447667045,0.12485755566280717
0,0.05732858434313205,0.12531488200946242
0,0.057537744209596585,0.12577220845534404
0,0.05774690407606148,0.12622953499936798
0,0.057956063942522784,0.12668686164046286
0,0.058165223808987206,0.1271441883775956
