0.000000000000000000e+00,1.536624798282952564e-01,1.492060502073644379e-01,1.436259884891443461e-01,1.377789949062915853e-01,1.352724466533249126e-01,1.316945221519589260e-01,1.279961985916973632e-01,1.246518536458594145e-01,1.039481695501977138e-01,9.486717390889362611e-02,5.000000000000000278e-02,5.000000000000000278e-02,5.000000000000000278e-02,5.000000000000003747e-02,5.000000000000000278e-02,5.000000000000002359e-02,5.000000000000017625e-02,5.000000000000000278e-02,5.000000000000004441e-02,5.000000000000000971e-02,5.000000000000008604e-02,5.000000000000000278e-02,5.000000000000000278e-02,5.000000000000000278e-02,5.000000000000000278e-02,5.000000000000005135e-02,5.000000000000026645e-02,5.000000000000000278e-02,5.000000000000012074e-02,5.000000000000006523e-02
0.000000000000000000e+00,2.357658555156771640e-01,2.371438166314520368e-01,2.389250872545341797e-01,2.398953560696247544e-01,2.790551429421679330e-01,2.802900435702113113e-01,2.762119113158937878e-01,2.704053971054154459e-01,3.007851369155807308e-01,3.077769754618019937e-01,3.310121553477552991e-01,3.283677030739362013e-01,3.266944285949654470e-01,3.238161515738230967e-01,3.289741916725649751e-01,3.189583452853886336e-01,3.101924341699688337e-01,3.023644429931758859e-01,3.123871084177901047e-01,3.101284203479244828e-01,3.081193149705129253e-01,3.057333263383109068e-01,3.035135991056163718e-01,3.010292266284452789e-01,2.989753017252910205e-01,2.965061836110347571e-01,2.942708538091277082e-01,2.920626061227771242e-01,2.897935406737248698e-01,2.875147108610269786e-01
0.000000000000000000e+00,3.159992199160486237e-01,3.260270750910529425e-01,3.384881065347859486e-01,3.499999999999999778e-01,3.499999999999999778e-01,3.499999999999999778e-01,3.499999999999999778e-01,3.499999999999999778e-01,3.499999999999999778e-01,3.499999999999999778e-01,3.499999999999999223e-01,3.499999999999999778e-01,3.499999999999999778e-01,3.499999999999999778e-01,3.499999999999999223e-01,3.499999999999999223e-01,3.499999999999999778e-01,3.499999999999999778e-01,3.499999999999999778e-01,3.499999999999999778e-01,3.499999999999999778e-01,3.499999999999999778e-01,3.499999999999998668e-01,3.499999999999999778e-01,3.499999999999999778e-01,3.499999999999999223e-01,3.499999999999999778e-01,3.499999999999999778e-01,3.499999999999999223e-01,3.499999999999999223e-01
0.000000000000000000e+00,1.257760412987641852e-01,1.182325038410838303e-01,1.087808961140468156e-01,9.910618559290369778e-02,5.000000000000000278e-02,5.000000000000000971e-02,5.000000000000000278e-02,5.000000000000003053e-02,5.000000000000001665e-02,5.000000000000000278e-02,5.000000000000000278e-02,5.000000000000000278e-02,5.000000000000000278e-02,5.000000000000000278e-02,5.000000000000000278e-02,5.000000000000000278e-02,5.000000000000000278e-02,5.000000000000000278e-02,5.000000000000004441e-02,5.000000000000000278e-02,5.000000000000001665e-02,5.000000000000000278e-02,5.000000000000008604e-02,5.000000000000000971e-02,5.000000000000003747e-02,5.000000000000000278e-02,5.000000000000000278e-02,5.000000000000000971e-02,5.000000000000000278e-02,5.000000000000015543e-02
0.000000000000000000e+00,6.879640344121479290e-02,6.939055422904677473e-02,7.017992160748875996e-02,7.321946343118010403e-02,8.567241040450723766e-02,8.801543427782988760e-02,9.579189009240886288e-02,1.049427492487250702e-01,9.526669353422156927e-02,9.735585062930428302e-02,1.189878446522449618e-01,1.216322969260638653e-01,1.233055714050346197e-01,1.261838484261768589e-01,1.210258083274352581e-01,1.310416547146113775e-01,1.398075658300310942e-01,1.476355570068244305e-01,1.376128915822099619e-01,1.398715796520754728e-01,1.418806850294870858e-01,1.442666736616893541e-01,1.464864008943839169e-01,1.489707733715547044e-01,1.510246982747090461e-01,1.534938163889655871e-01,1.557291461908723307e-01,1.579373938772229979e-01,1.602064593262750025e-01,1.624852891389726162e-01
0.000000000000000000e+00,1.750817101974638801e-18,1.306463617845032843e-17,9.324138683375338132e-18,0.000000000000000000e+00,3.270224802759402749e-17,0.000000000000000000e+00,6.425380179634308797e-17,0.000000000000000000e+00,2.905661822261151883e-17,5.399326818977812081e-17,0.000000000000000000e+00,1.979876315737849719e-17,0.000000000000000000e+00,1.613920871531747103e-17,0.000000000000000000e+00,0.000000000000000000e+00,3.469446951953614189e-18,0.000000000000000000e+00,0.000000000000000000e+00,1.952734573095841971e-16,0.000000000000000000e+00,0.000000000000000000e+00,5.773487070233924672e-17,5.118121232446138109e-17,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.207631212812434959e-16,8.218644839438395313e-17,4.041362596570479759e-17
0.000000000000000000e+00,5.000000000000000278e-02,5.000000000000000278e-02,5.000000000000000278e-02,5.000000000000000278e-02,5.000000000000000278e-02,5.000000000000000971e-02,5.000000000000000278e-02,5.000000000000000971e-02,5.000000000000000278e-02,5.000000000000000278e-02,5.000000000000000278e-02,5.000000000000000278e-02,5.000000000000001665e-02,5.000000000000000278e-02,5.000000000000000278e-02,5.000000000000000278e-02,5.000000000000000278e-02,5.000000000000000278e-02,5.000000000000003747e-02,5.000000000000000278e-02,5.000000000000000278e-02,5.000000000000000278e-02,5.000000000000000278e-02,5.000000000000000278e-02,5.000000000000002359e-02,5.000000000000000278e-02,5.000000000000003053e-02,5.000000000000000278e-02,5.000000000000005135e-02,5.000000000000009992e-02
0.000000000000000000e+00,5.000000000000000278e-02,5.000000000000000278e-02,5.000000000000000278e-02,5.000000000000000278e-02,5.000000000000000278e-02,5.000000000000000278e-02,5.000000000000000278e-02,5.000000000000000971e-02,5.000000000000000278e-02,5.000000000000000278e-02,5.000000000000000278e-02,5.000000000000000278e-02,5.000000000000000971e-02,5.000000000000000278e-02,5.000000000000000278e-02,5.000000000000000278e-02,5.000000000000000971e-02,5.000000000000000971e-02,5.000000000000003053e-02,5.000000000000000278e-02,5.000000000000000278e-02,5.000000000000000278e-02,5.000000000000000278e-02,5.000000000000000278e-02,5.000000000000002359e-02,5.000000000000000278e-02,5.000000000000002359e-02,5.000000000000000278e-02,5.000000000000003747e-02,5.000000000000010686e-02
0.000000000000000000e+00,1.008245031538615860e-01,1.011123314047762400e-01,1.014808308167005207e-01,1.022439731314131184e-01,9.869288934192177454e-02,9.906974774719159993e-02,1.002341997446461047e-01,1.017051512113214540e-01,1.012120527259767477e-01,1.019284945177762330e-01,9.739243171674002997e-02,9.922825188453600342e-02,9.925453660808515599e-02,1.001508860794104727e-01,9.804142506310266347e-02,9.999205029145917523e-02,1.017601586634403199e-01,1.033188847323098097e-01,1.036365812669305941e-01,1.046215959384901445e-01,1.053783659135847789e-01,1.063027384667172420e-01,1.071216748857968803e-01,1.047163090278467878e-01,1.047882486727585161e-01,1.056376628783393667e-01,1.057404479744932929e-01,1.062104074324292380e-01,1.065799905748437276e-01,1.071484433757139837e-01
0.000000000000000000e+00,1.498811049932108896e-01,1.510415357176607964e-01,1.523668479068185644e-01,1.533135987869434780e-01,1.579252775470231240e-01,1.582128440615549470e-01,1.585283228598876326e-01,1.588893255423055872e-01,1.592325652986450735e-01,1.595973188476033366e-01,1.614083619916570067e-01,1.634164058265615282e-01,1.634606988317118537e-01,1.635682339647644701e-01,1.633236145630370673e-01,1.635825910028804453e-01,1.638288430941310936e-01,1.640298153027934802e-01,1.640870118382444509e-01,1.641862995474435705e-01,1.641733734910182096e-01,1.642838180838097073e-01,1.644581472442398218e-01,1.642262094530378691e-01,1.641094019764675060e-01,1.643983580300772684e-01,1.642897766549486771e-01,1.643719178750957521e-01,1.643603242436093848e-01,1.645040700103372611e-01
